,site,top,bottom,moisture,ftc,length_3d_mm,width_3d_mm,area_3d_mm,vol_3d_mm,eq_diam_mm,eq_sa_mm,pore_shape_factor
224,tool,40,50,0.16,before,0.0751753,0.030644,0.00427203,1.87E-05,0.0329196,0.003404544,0.796938261
225,tool,40,50,0.16,before,0.0596696,0.031383,0.00422632,2.09E-05,0.034163,0.003666586,0.867559955
226,tool,40,50,0.16,before,0.0692161,0.0315154,0.00454006,2.09E-05,0.034163,0.003666586,0.807607386
227,tool,40,50,0.16,before,0.12733,0.0315263,0.0118225,5.93E-05,0.0483915,0.007356785,0.622269792
228,tool,40,50,0.16,before,0.152331,0.0317284,0.00637938,2.64E-05,0.0369297,0.004284513,0.671618978
229,tool,40,50,0.16,before,0.0553212,0.03183,0.00293373,1.43E-05,0.0301037,0.002847014,0.970441779
230,tool,40,50,0.16,before,0.104953,0.0320169,0.00545646,2.42E-05,0.0358739,0.004043031,0.740962251
231,tool,40,50,0.16,before,0.140332,0.0323969,0.00996555,4.72E-05,0.0448533,0.006320314,0.634216304
232,tool,40,50,0.16,before,0.0669704,0.0327183,0.00379283,1.76E-05,0.032261,0.003269682,0.862069233
233,tool,40,50,0.16,before,0.0657805,0.0330472,0.00406634,1.98E-05,0.0335528,0.003536775,0.869768591
234,tool,40,50,0.16,before,0.114077,0.0330655,0.00835358,4.29E-05,0.043417,0.005922015,0.708919398
235,tool,40,50,0.16,before,0.117063,0.0334785,0.0102336,5.16E-05,0.0462031,0.006706441,0.655335457
236,tool,40,50,0.16,before,0.14357,0.0339253,0.0102995,5.16E-05,0.0462031,0.006706441,0.651142379
237,tool,40,50,0.16,before,0.0967395,0.0343513,0.00671526,3.63E-05,0.0410654,0.005297878,0.788931243
238,tool,40,50,0.16,before,0.099012,0.0344992,0.00443757,1.87E-05,0.0329196,0.003404544,0.767209117
239,tool,40,50,0.16,before,0.145805,0.034836,0.0123421,6.15E-05,0.0489817,0.007537331,0.610700844
240,tool,40,50,0.16,before,0.0841711,0.0352246,0.00435484,1.87E-05,0.0329196,0.003404544,0.781783983
241,tool,40,50,0.16,before,0.127511,0.0352812,0.00837854,3.74E-05,0.0414761,0.005404378,0.645026194
242,tool,40,50,0.16,before,0.0696122,0.035699,0.00358649,1.43E-05,0.0301037,0.002847014,0.793816283
243,tool,40,50,0.16,before,0.062987,0.0360666,0.0044378,2.20E-05,0.0347521,0.003794128,0.854956962
244,tool,40,50,0.16,before,0.0797223,0.0361308,0.00460789,2.31E-05,0.0353219,0.003919566,0.850620574
245,tool,40,50,0.16,before,0.130108,0.0361588,0.0110001,5.05E-05,0.045873,0.006610954,0.600990387
246,tool,40,50,0.16,before,0.111651,0.0362338,0.00768872,3.96E-05,0.0422739,0.005614286,0.730197697
247,tool,40,50,0.16,before,0.119825,0.037081,0.00507887,2.09E-05,0.034163,0.003666586,0.721929482
248,tool,40,50,0.16,before,0.0712656,0.0372015,0.00548625,2.75E-05,0.0374356,0.004402704,0.802497846
249,tool,40,50,0.16,before,0.113419,0.0374827,0.00605824,2.64E-05,0.0369297,0.004284513,0.70722069
250,tool,40,50,0.16,before,0.131029,0.0375084,0.00895519,4.94E-05,0.0455382,0.006514808,0.727489599
251,tool,40,50,0.16,before,0.0904971,0.0377915,0.00798217,4.40E-05,0.0437849,0.006022802,0.754531932
252,tool,40,50,0.16,before,0.0910608,0.0380027,0.00701861,3.74E-05,0.0414761,0.005404378,0.770006848
253,tool,40,50,0.16,before,0.0951242,0.0381719,0.00563971,2.42E-05,0.0358739,0.004043031,0.716886309
254,tool,40,50,0.16,before,0.0990804,0.0382395,0.00661124,2.97E-05,0.0384084,0.004634494,0.701002201
255,tool,40,50,0.16,before,0.101851,0.0385248,0.00658331,3.08E-05,0.0388768,0.004748221,0.721251264
256,tool,40,50,0.16,before,0.156094,0.0391829,0.00914066,4.51E-05,0.0441468,0.006122775,0.669839533
257,tool,40,50,0.16,before,0.0860858,0.0396988,0.0053332,2.42E-05,0.0358739,0.004043031,0.758087243
258,tool,40,50,0.16,before,0.0866323,0.0398621,0.0082716,4.29E-05,0.043417,0.005922015,0.715945512
259,tool,40,50,0.16,before,0.15244,0.0403281,0.0141155,7.36E-05,0.0519992,0.008494605,0.601792721
260,tool,40,50,0.16,before,0.182971,0.0405499,0.0117283,5.05E-05,0.045873,0.006610954,0.563675414
261,tool,40,50,0.16,before,0.154015,0.040823,0.00919658,3.96E-05,0.0422739,0.005614286,0.610475376
262,tool,40,50,0.16,before,0.116032,0.0415675,0.0122949,5.60E-05,0.0474783,0.007081744,0.57599033
263,tool,40,50,0.16,before,0.0837247,0.0417216,0.00897482,5.16E-05,0.0462031,0.006706441,0.747250745
264,tool,40,50,0.16,before,0.109892,0.042005,0.00832985,4.07E-05,0.0426618,0.00571779,0.68642176
265,tool,40,50,0.16,before,0.161443,0.0429812,0.0106554,4.83E-05,0.0451983,0.006417917,0.602315883
266,tool,40,50,0.16,before,0.170543,0.0431302,0.0111728,4.94E-05,0.0455382,0.006514808,0.583095337
267,tool,40,50,0.16,before,0.185551,0.0431302,0.0160407,7.14E-05,0.0514765,0.008324687,0.518972777
268,tool,40,50,0.16,before,0.16864,0.0431992,0.0118595,5.27E-05,0.0465284,0.006801209,0.573481919
269,tool,40,50,0.16,before,0.141158,0.0434013,0.00928197,4.51E-05,0.0441468,0.006122775,0.659641803
270,tool,40,50,0.16,before,0.103043,0.0457839,0.00581571,2.53E-05,0.0364094,0.004164635,0.716100826
271,tool,40,50,0.16,before,0.11308,0.0458235,0.00722725,3.30E-05,0.0397813,0.004971733,0.687914933
272,tool,40,50,0.16,before,0.135171,0.0461716,0.012615,5.71E-05,0.0477866,0.007174013,0.56868907
273,tool,40,50,0.16,before,0.256359,0.0467963,0.0172188,7.47E-05,0.0522566,0.008578911,0.49822933
274,tool,40,50,0.16,before,0.106639,0.0470862,0.00888025,3.85E-05,0.0418788,0.005509832,0.620459071
275,tool,40,50,0.16,before,0.138703,0.0472515,0.013208,6.92E-05,0.0509431,0.008153059,0.617281912
276,tool,40,50,0.16,before,0.10151,0.0473475,0.00869628,4.83E-05,0.0451983,0.006417917,0.738007132
277,tool,40,50,0.16,before,0.400781,0.0483498,0.141763,7.88E-04,0.114589,0.041251119,0.290986497
278,tool,40,50,0.16,before,0.0786438,0.0484436,0.00647614,2.97E-05,0.0384084,0.004634494,0.715625942
279,tool,40,50,0.16,before,0.124608,0.0486492,0.0130874,6.92E-05,0.0509431,0.008153059,0.622970146
280,tool,40,50,0.16,before,0.0814118,0.0503118,0.0060738,2.86E-05,0.0379282,0.004519333,0.744070095
281,tool,40,50,0.16,before,0.132024,0.0510163,0.010263,5.16E-05,0.0462031,0.006706441,0.653458144
282,tool,40,50,0.16,before,0.198762,0.0512905,0.0202812,9.12E-05,0.0558467,0.009798169,0.483115817
283,tool,40,50,0.16,before,0.146835,0.0516116,0.00998494,4.51E-05,0.0441468,0.006122775,0.613201024
284,tool,40,50,0.16,before,0.156798,0.051987,0.0181216,8.13E-05,0.0537504,0.009076393,0.500860444
285,tool,40,50,0.16,before,0.204026,0.0524497,0.018211,8.13E-05,0.0537504,0.009076393,0.498401659
286,tool,40,50,0.16,before,0.187867,0.0529818,0.0139737,7.91E-05,0.0532618,0.008912131,0.637778884
287,tool,40,50,0.16,before,0.167979,0.0553416,0.0119069,5.38E-05,0.0468493,0.006895346,0.579105086
288,tool,40,50,0.16,before,0.132639,0.0568217,0.0156725,8.24E-05,0.0539915,0.009158,0.584335647
289,tool,40,50,0.16,before,0.190366,0.0568982,0.0100672,4.29E-05,0.043417,0.005922015,0.58824846
290,tool,40,50,0.16,before,0.210418,0.0574539,0.0179312,9.67E-05,0.0569463,0.010187811,0.56816116
291,tool,40,50,0.16,before,0.13195,0.0575656,0.0149689,7.91E-05,0.0532618,0.008912131,0.595376467
292,tool,40,50,0.16,before,0.177225,0.0600832,0.0356819,0.000216461,0.074495,0.017434284,0.488603023
293,tool,40,50,0.16,before,0.245799,0.0601878,0.0156902,6.92E-05,0.0509431,0.008153059,0.519627506
294,tool,40,50,0.16,before,0.291664,0.062239,0.0243577,0.000131854,0.0631488,0.012527952,0.514332301
295,tool,40,50,0.16,before,0.254725,0.062338,0.04206,0.000276894,0.0808671,0.020544407,0.488454756
296,tool,40,50,0.16,before,0.196025,0.0635218,0.0285105,0.000130755,0.0629729,0.012458256,0.43697081
297,tool,40,50,0.16,before,0.238514,0.0645236,0.0252048,0.000130755,0.0629729,0.012458256,0.4942811
298,tool,40,50,0.16,before,0.286464,0.0649199,0.0311067,0.000174707,0.0693592,0.015113255,0.485852098
299,tool,40,50,0.16,before,0.194714,0.0652585,0.0195734,0.000103286,0.0582122,0.01064579,0.543890692
300,tool,40,50,0.16,before,0.162148,0.0656128,0.0215211,0.000128558,0.0626181,0.012318268,0.57238096
301,tool,40,50,0.16,before,0.211141,0.0680672,0.0205349,0.000112076,0.0598189,0.011241563,0.547436973
302,tool,40,50,0.16,before,0.144049,0.0691404,0.0118098,5.16E-05,0.0462031,0.006706441,0.56787083
303,tool,40,50,0.16,before,0.263035,0.0775269,0.0420069,0.000215362,0.0743687,0.017375218,0.413627704
304,tool,40,50,0.16,before,0.189863,0.0801683,0.019282,0.000113175,0.0600137,0.011314899,0.586811478
305,tool,40,50,0.16,before,0.221643,0.0804089,0.0314227,0.000171411,0.0689202,0.014922546,0.474897006
306,tool,40,50,0.16,before,0.263866,0.0841507,0.0522048,0.000337327,0.0863676,0.023434278,0.448891249
307,tool,40,50,0.16,before,0.272443,0.0859578,0.0340365,0.00015383,0.0664784,0.013883884,0.407911636
308,tool,40,50,0.16,before,0.310604,0.091879,0.0288168,0.000127459,0.0624392,0.012247982,0.425029213
309,tool,40,50,0.16,before,0.405218,0.091961,0.040213,0.000214263,0.074242,0.017316065,0.430608625
310,tool,40,50,0.16,before,0.178533,0.0939678,0.0359292,0.00021756,0.0746208,0.017493217,0.486880215
311,tool,40,50,0.16,before,0.278021,0.102266,0.0364188,0.00016262,0.0677213,0.014407892,0.39561688
312,tool,40,50,0.16,before,0.538541,0.103625,0.0810691,0.000482367,0.097303,0.029744203,0.366899383
313,tool,40,50,0.16,before,0.301571,0.104287,0.0483575,0.000290079,0.0821308,0.021191514,0.438225998
314,tool,40,50,0.16,before,0.572799,0.105799,0.0634635,0.000282388,0.0813984,0.020815249,0.327987724
315,tool,40,50,0.16,before,0.509458,0.108602,0.0592368,0.000265906,0.0797829,0.019997215,0.337580941
316,tool,40,50,0.16,before,0.541645,0.118421,0.069928,0.000396662,0.0911606,0.026107436,0.373347386
317,tool,40,50,0.16,before,0.328558,0.125871,0.0580835,0.000358204,0.0881138,0.024391457,0.419937788
318,tool,40,50,0.16,before,0.284161,0.128556,0.0647873,0.000386772,0.0903967,0.025671723,0.396246231
319,tool,40,50,0.16,before,0.55164,0.130593,0.0885862,0.00041644,0.0926512,0.026968201,0.304428913
320,tool,40,50,0.16,before,0.491039,0.137382,0.0755399,0.000345019,0.0870191,0.023789157,0.31492174
321,tool,40,50,0.16,before,0.927853,0.146028,0.175034,0.000816398,0.115958,0.042242665,0.241339766
322,tool,40,50,0.16,before,0.738231,0.159318,0.119052,0.00073289,0.111861,0.039310382,0.33019506
323,tool,40,50,0.16,before,0.593111,0.167712,0.185717,0.00125042,0.133665,0.056128738,0.302227249
324,tool,40,50,0.16,before,0.426519,0.177039,0.195041,0.0012702,0.134366,0.056719011,0.29080558
325,tool,40,50,0.16,before,0.554428,0.196499,0.206919,0.000997697,0.123975,0.048285653,0.233355336
326,tool,40,50,0.16,before,0.535206,0.205987,0.179956,0.00118229,0.131192,0.054071022,0.300468014
327,tool,40,50,0.16,before,0.669462,0.218593,0.187055,0.000871337,0.118503,0.044117263,0.235851825
328,tool,40,50,0.16,before,1.25264,0.22157,0.349333,0.00224262,0.1624,0.082855611,0.237182318
329,tool,40,50,0.16,before,0.71601,0.237366,0.279646,0.00184156,0.152077,0.072656914,0.259817461
330,tool,40,50,0.16,before,1.03815,0.258228,0.224532,0.00140974,0.139117,0.060800938,0.270789634
331,tool,40,50,0.16,before,1.1561,0.264506,0.227831,0.00141963,0.139442,0.061085352,0.268116945
332,tool,40,50,0.16,before,1.05386,0.294653,1.56728,0.0114197,0.279395,0.245237642,0.156473408
333,tool,40,50,0.16,before,1.3941,0.295695,0.436776,0.00278652,0.174591,0.095762082,0.219247581
334,tool,40,50,0.16,before,1.72829,0.396268,0.545279,0.00326339,0.184031,0.106397603,0.19512507
335,tool,40,50,0.16,before,1.87083,0.419852,1.39788,0.00924518,0.260399,0.213023981,0.15239075
336,tool,40,50,0.16,before,1.98919,0.4572,0.696034,0.00442701,0.203722,0.130384431,0.187324801
337,tool,40,50,0.16,before,2.05918,0.484121,1.34074,0.00916167,0.259612,0.211738289,0.157926435
338,tool,40,50,0.16,before,2.9163,0.551985,1.58217,0.0107,0.273398,0.23482295,0.14841828
339,tool,40,50,0.16,before,2.60581,0.737566,1.41366,0.0089562,0.257657,0.208561319,0.147532871
340,tool,40,50,0.16,before,4.03811,0.872902,2.14501,0.0136238,0.296324,0.275856694,0.12860392
341,tool,40,50,0.16,after,0.0111673,0.0111673,0.000312556,1.06E-06,0.0126551,0.000503131,1.609730582
342,tool,40,50,0.16,after,0.0111673,0.0111673,0.000312556,1.06E-06,0.0126551,0.000503131,1.609730582
343,tool,40,50,0.16,after,0.0111673,0.0111673,0.000312556,1.06E-06,0.0126551,0.000503131,1.609730582
344,tool,40,50,0.16,after,0.0111673,0.0111673,0.000312556,1.06E-06,0.0126551,0.000503131,1.609730582
345,tool,40,50,0.16,after,0.0111673,0.0111673,0.000312556,1.06E-06,0.0126551,0.000503131,1.609730582
346,tool,40,50,0.16,after,0.0111673,0.0111673,0.000312556,1.06E-06,0.0126551,0.000503131,1.609730582
347,tool,40,50,0.16,after,0.0111673,0.0111673,0.000312556,1.06E-06,0.0126551,0.000503131,1.609730582
348,tool,40,50,0.16,after,0.0111673,0.0111673,0.000312556,1.06E-06,0.0126551,0.000503131,1.609730582
349,tool,40,50,0.16,after,0.0111673,0.0111673,0.000312556,1.06E-06,0.0126551,0.000503131,1.609730582
350,tool,40,50,0.16,after,0.0111673,0.0111673,0.000312556,1.06E-06,0.0126551,0.000503131,1.609730582
351,tool,40,50,0.16,after,0.0111673,0.0111673,0.000312556,1.06E-06,0.0126551,0.000503131,1.609730582
352,tool,40,50,0.16,after,0.0111673,0.0111673,0.000312556,1.06E-06,0.0126551,0.000503131,1.609730582
353,tool,40,50,0.16,after,0.0111673,0.0111673,0.000312556,1.06E-06,0.0126551,0.000503131,1.609730582
354,tool,40,50,0.16,after,0.0111673,0.0111673,0.000312556,1.06E-06,0.0126551,0.000503131,1.609730582
355,tool,40,50,0.16,after,0.0111673,0.0111673,0.000312556,1.06E-06,0.0126551,0.000503131,1.609730582
356,tool,40,50,0.16,after,0.0111673,0.0111673,0.000312556,1.06E-06,0.0126551,0.000503131,1.609730582
357,tool,40,50,0.16,after,0.0111673,0.0111673,0.000312556,1.06E-06,0.0126551,0.000503131,1.609730582
358,tool,40,50,0.16,after,0.0111673,0.0111673,0.000312556,1.06E-06,0.0126551,0.000503131,1.609730582
359,tool,40,50,0.16,after,0.0111673,0.0111673,0.000312556,1.06E-06,0.0126551,0.000503131,1.609730582
360,tool,40,50,0.16,after,0.0111673,0.0111673,0.000312556,1.06E-06,0.0126551,0.000503131,1.609730582
361,tool,40,50,0.16,after,0.0111673,0.0111673,0.000312556,1.06E-06,0.0126551,0.000503131,1.609730582
362,tool,40,50,0.16,after,0.0111673,0.0111673,0.000312556,1.06E-06,0.0126551,0.000503131,1.609730582
363,tool,40,50,0.16,after,0.0111673,0.0111673,0.000312556,1.06E-06,0.0126551,0.000503131,1.609730582
364,tool,40,50,0.16,after,0.0111673,0.0111673,0.000312556,1.06E-06,0.0126551,0.000503131,1.609730582
365,tool,40,50,0.16,after,0.0111673,0.0111673,0.000312556,1.06E-06,0.0126551,0.000503131,1.609730582
366,tool,40,50,0.16,after,0.0111673,0.0111673,0.000312556,1.06E-06,0.0126551,0.000503131,1.609730582
367,tool,40,50,0.16,after,0.0111673,0.0111673,0.000312556,1.06E-06,0.0126551,0.000503131,1.609730582
368,tool,40,50,0.16,after,0.0111673,0.0111673,0.000312556,1.06E-06,0.0126551,0.000503131,1.609730582
369,tool,40,50,0.16,after,0.0111673,0.0111673,0.000312556,1.06E-06,0.0126551,0.000503131,1.609730582
370,tool,40,50,0.16,after,0.0111673,0.0111673,0.000312556,1.06E-06,0.0126551,0.000503131,1.609730582
371,tool,40,50,0.16,after,0.0111673,0.0111673,0.000312556,1.06E-06,0.0126551,0.000503131,1.609730582
372,tool,40,50,0.16,after,0.0111673,0.0111673,0.000312556,1.06E-06,0.0126551,0.000503131,1.609730582
373,tool,40,50,0.16,after,0.0111673,0.0111673,0.000312556,1.06E-06,0.0126551,0.000503131,1.609730582
374,tool,40,50,0.16,after,0.0111673,0.0111673,0.000312556,1.06E-06,0.0126551,0.000503131,1.609730582
375,tool,40,50,0.16,after,0.0111673,0.0111673,0.000312556,1.06E-06,0.0126551,0.000503131,1.609730582
376,tool,40,50,0.16,after,0.0111673,0.0111673,0.000312556,1.06E-06,0.0126551,0.000503131,1.609730582
377,tool,40,50,0.16,after,0.0111673,0.0111673,0.000312556,1.06E-06,0.0126551,0.000503131,1.609730582
378,tool,40,50,0.16,after,0.0111673,0.0111673,0.000312556,1.06E-06,0.0126551,0.000503131,1.609730582
379,tool,40,50,0.16,after,0.0111673,0.0111673,0.000312556,1.06E-06,0.0126551,0.000503131,1.609730582
380,tool,40,50,0.16,after,0.0111673,0.0111673,0.000312556,1.06E-06,0.0126551,0.000503131,1.609730582
381,tool,40,50,0.16,after,0.0111673,0.0111673,0.000312556,1.06E-06,0.0126551,0.000503131,1.609730582
382,tool,40,50,0.16,after,0.0213164,0.0157705,0.000587121,2.12E-06,0.0159445,0.000798678,1.360329349
383,tool,40,50,0.16,after,0.0213164,0.0157705,0.000587121,2.12E-06,0.0159445,0.000798678,1.360329349
384,tool,40,50,0.16,after,0.0213164,0.0157705,0.000587121,2.12E-06,0.0159445,0.000798678,1.360329349
385,tool,40,50,0.16,after,0.0213164,0.0157705,0.000587121,2.12E-06,0.0159445,0.000798678,1.360329349
386,tool,40,50,0.16,after,0.0213164,0.0157705,0.000587121,2.12E-06,0.0159445,0.000798678,1.360329349
387,tool,40,50,0.16,after,0.0213164,0.0157705,0.000587121,2.12E-06,0.0159445,0.000798678,1.360329349
388,tool,40,50,0.16,after,0.0224701,0.0140554,0.000586945,2.12E-06,0.0159445,0.000798678,1.360737254
389,tool,40,50,0.16,after,0.0224701,0.0140554,0.000586945,2.12E-06,0.0159445,0.000798678,1.360737254
390,tool,40,50,0.16,after,0.0231561,0.0111673,0.000586945,2.12E-06,0.0159445,0.000798678,1.360737254
391,tool,40,50,0.16,after,0.0231561,0.0111673,0.000586945,2.12E-06,0.0159445,0.000798678,1.360737254
392,tool,40,50,0.16,after,0.0231561,0.0111673,0.000586945,2.12E-06,0.0159445,0.000798678,1.360737254
393,tool,40,50,0.16,after,0.0289408,0.0148175,0.000839744,3.18E-06,0.0182519,0.001046565,1.246290041
394,tool,40,50,0.16,after,0.0293663,0.0152266,0.000839744,3.18E-06,0.0182519,0.001046565,1.246290041
395,tool,40,50,0.16,after,0.0295879,0.0158755,0.000839744,3.18E-06,0.0182519,0.001046565,1.246290041
396,tool,40,50,0.16,after,0.0295879,0.0245773,0.0010706,4.24E-06,0.0200888,0.001267821,1.18421518
397,tool,40,50,0.16,after,0.0298043,0.0121856,0.00105403,4.24E-06,0.0200888,0.001267821,1.202831771
398,tool,40,50,0.16,after,0.0298043,0.0121856,0.000839571,3.18E-06,0.0182519,0.001046565,1.246546848
399,tool,40,50,0.16,after,0.0299993,0.0140526,0.000839744,3.18E-06,0.0182519,0.001046565,1.246290041
400,tool,40,50,0.16,after,0.0299993,0.0140526,0.000839744,3.18E-06,0.0182519,0.001046565,1.246290041
401,tool,40,50,0.16,after,0.0299993,0.0140526,0.000839744,3.18E-06,0.0182519,0.001046565,1.246290041
402,tool,40,50,0.16,after,0.0299993,0.0139847,0.000603344,2.12E-06,0.0159445,0.000798678,1.323752167
403,tool,40,50,0.16,after,0.032511,0.018887,0.0011183,4.24E-06,0.0200888,0.001267821,1.133703632
404,tool,40,50,0.16,after,0.0348714,0.0241945,0.00128941,5.31E-06,0.02164,0.001471175,1.140967704
405,tool,40,50,0.16,after,0.0348714,0.0241945,0.00128941,5.31E-06,0.02164,0.001471175,1.140967704
406,tool,40,50,0.16,after,0.0352219,0.0237163,0.00126833,5.31E-06,0.02164,0.001471175,1.159930907
407,tool,40,50,0.16,after,0.0352219,0.0168616,0.000860824,3.18E-06,0.0182519,0.001046565,1.215770685
408,tool,40,50,0.16,after,0.0352219,0.0245773,0.00107546,4.24E-06,0.0200888,0.001267821,1.178863715
409,tool,40,50,0.16,after,0.037479,0.0121857,0.0010922,4.24E-06,0.0200888,0.001267821,1.160795433
410,tool,40,50,0.16,after,0.0376552,0.0121856,0.00130666,5.31E-06,0.02164,0.001471175,1.125905107
411,tool,40,50,0.16,after,0.0394423,0.0234266,0.00154255,6.37E-06,0.0229959,0.00166131,1.076989441
412,tool,40,50,0.16,after,0.0395997,0.022726,0.00150404,6.37E-06,0.0229959,0.00166131,1.10456508
413,tool,40,50,0.16,after,0.0403186,0.0257772,0.00183785,7.43E-06,0.0242084,0.00184112,1.001779138
414,tool,40,50,0.16,after,0.0409346,0.0213164,0.00154271,6.37E-06,0.0229959,0.00166131,1.076877743
415,tool,40,50,0.16,after,0.0412773,0.0230942,0.00165806,7.43E-06,0.0242084,0.00184112,1.11040601
416,tool,40,50,0.16,after,0.0412773,0.0229481,0.00177289,7.43E-06,0.0242084,0.00184112,1.038485066
417,tool,40,50,0.16,after,0.0413796,0.0256691,0.00161887,6.37E-06,0.0229959,0.00166131,1.026215856
418,tool,40,50,0.16,after,0.0425519,0.0142222,0.00179014,7.43E-06,0.0242084,0.00184112,1.028478102
419,tool,40,50,0.16,after,0.0434123,0.0165685,0.0015598,6.37E-06,0.0229959,0.00166131,1.065078896
420,tool,40,50,0.16,after,0.0438143,0.0264624,0.00171816,7.43E-06,0.0242084,0.00184112,1.071564807
421,tool,40,50,0.16,after,0.0438143,0.0196699,0.00177443,7.43E-06,0.0242084,0.00184112,1.037583781
422,tool,40,50,0.16,after,0.0440211,0.0132039,0.00136659,5.31E-06,0.02164,0.001471175,1.076530025
423,tool,40,50,0.16,after,0.0449704,0.0213164,0.00243719,1.06E-05,0.0272647,0.002335346,0.958212721
424,tool,40,50,0.16,after,0.0453145,0.0142222,0.00225723,9.55E-06,0.0263238,0.002176943,0.964431139
425,tool,40,50,0.16,after,0.0453145,0.0264914,0.00214154,9.55E-06,0.0263238,0.002176943,1.016531514
426,tool,40,50,0.16,after,0.046475,0.0179508,0.00155997,6.37E-06,0.0229959,0.00166131,1.064962828
427,tool,40,50,0.16,after,0.0468478,0.0233241,0.00160282,6.37E-06,0.0229959,0.00166131,1.036491972
428,tool,40,50,0.16,after,0.0498303,0.0251412,0.00219714,9.55E-06,0.0263238,0.002176943,0.990807549
429,tool,40,50,0.16,after,0.0504741,0.0304592,0.00224467,9.55E-06,0.0263238,0.002176943,0.969827591
430,tool,40,50,0.16,after,0.0509556,0.0189579,0.00187235,7.43E-06,0.0242084,0.00184112,0.983320314
431,tool,40,50,0.16,after,0.0517088,0.0256959,0.00181191,7.43E-06,0.0242084,0.00184112,1.016120993
432,tool,40,50,0.16,after,0.0529447,0.0291684,0.00305949,1.49E-05,0.0305007,0.002922601,0.955257482
433,tool,40,50,0.16,after,0.0550967,0.0236498,0.00336702,1.59E-05,0.0312103,0.003060171,0.908866431
434,tool,40,50,0.16,after,0.0570798,0.0260731,0.00283527,1.17E-05,0.0281448,0.002488549,0.87771149
435,tool,40,50,0.16,after,0.0579692,0.0268138,0.00253682,1.06E-05,0.0272647,0.002335346,0.920580278
436,tool,40,50,0.16,after,0.0580407,0.0273248,0.00224398,9.55E-06,0.0263238,0.002176943,0.970125803
437,tool,40,50,0.16,after,0.0600072,0.0152405,0.00227899,9.55E-06,0.0263238,0.002176943,0.955222664
438,tool,40,50,0.16,after,0.0600388,0.0280739,0.0036292,1.59E-05,0.0312103,0.003060171,0.843208269
439,tool,40,50,0.16,after,0.0609058,0.0252046,0.00207357,8.49E-06,0.0253103,0.00201254,0.970567529
440,tool,40,50,0.16,after,0.0622606,0.0305676,0.00313565,1.49E-05,0.0305007,0.002922601,0.932055782
441,tool,40,50,0.16,after,0.0639364,0.0279646,0.00356824,1.70E-05,0.031889,0.003194712,0.895318619
442,tool,40,50,0.16,after,0.065022,0.0324938,0.00419523,1.80E-05,0.03254,0.00332648,0.792919675
443,tool,40,50,0.16,after,0.065194,0.0344985,0.00310148,1.38E-05,0.0297565,0.002781721,0.896901154
444,tool,40,50,0.16,after,0.067189,0.0239999,0.00369819,1.70E-05,0.031889,0.003194712,0.863858188
445,tool,40,50,0.16,after,0.0702159,0.0234643,0.00300008,1.27E-05,0.0289731,0.00263718,0.87903662
446,tool,40,50,0.16,after,0.0708092,0.0337694,0.00368877,1.59E-05,0.0312103,0.003060171,0.829591287
447,tool,40,50,0.16,after,0.0709285,0.0252294,0.00300843,1.38E-05,0.0297565,0.002781721,0.924642086
448,tool,40,50,0.16,after,0.0730799,0.0366581,0.00440551,2.02E-05,0.033769,0.003582501,0.813186353
449,tool,40,50,0.16,after,0.0760023,0.0329004,0.0033712,1.49E-05,0.0305007,0.002922601,0.866931868
