,site,top,bottom,moisture,ftc,length_3d_mm,width_3d_mm,area_3d_mm,vol_3d_mm,eq_diam_mm,eq_sa_mm,pore_shape_factor
450,tool,40,50,0.16,after,0.0768049,0.0331165,0.00460033,2.23E-05,0.0349146,0.003829693,0.832482338
451,tool,40,50,0.16,after,0.0774534,0.0385904,0.0057493,2.87E-05,0.0379654,0.004528202,0.787609347
452,tool,40,50,0.16,after,0.0801912,0.0264079,0.00486084,2.23E-05,0.0349146,0.003829693,0.787866598
453,tool,40,50,0.16,after,0.0872076,0.0356678,0.00830302,4.35E-05,0.0436377,0.005982374,0.72050582
454,tool,40,50,0.16,after,0.0882567,0.0162589,0.00636509,2.97E-05,0.0384285,0.004639346,0.728873548
455,tool,40,50,0.16,after,0.0891216,0.0318683,0.00608367,2.76E-05,0.0374908,0.004415697,0.72582787
456,tool,40,50,0.16,after,0.0913705,0.0371436,0.0063005,3.18E-05,0.0393225,0.004857716,0.771004831
457,tool,40,50,0.16,after,0.0926623,0.0365438,0.007565,3.93E-05,0.0421698,0.005586669,0.738488987
458,tool,40,50,0.16,after,0.100161,0.0394149,0.00560718,2.65E-05,0.0370039,0.004301747,0.767185475
459,tool,40,50,0.16,after,0.10589,0.0294885,0.0057806,2.97E-05,0.0384285,0.004639346,0.802571659
460,tool,40,50,0.16,after,0.107948,0.0376779,0.00631013,3.08E-05,0.0388806,0.004749149,0.752622994
461,tool,40,50,0.16,after,0.114694,0.0485523,0.010798,5.94E-05,0.0484169,0.00736451,0.682025336
462,tool,40,50,0.16,after,0.114946,0.0248882,0.00540714,2.33E-05,0.0354602,0.00395032,0.730574686
463,tool,40,50,0.16,after,0.116395,0.0566227,0.0108564,5.31E-05,0.046622,0.0068286,0.628993035
464,tool,40,50,0.16,after,0.121077,0.0478741,0.0108863,6.05E-05,0.0487034,0.007451924,0.684523143
465,tool,40,50,0.16,after,0.124492,0.0295414,0.00851874,3.93E-05,0.0421698,0.005586669,0.655809331
466,tool,40,50,0.16,after,0.132087,0.0519362,0.0209507,0.000125223,0.0620718,0.012104269,0.577750079
467,tool,40,50,0.16,after,0.133434,0.0423548,0.00733806,3.40E-05,0.0401776,0.005071283,0.691093162
468,tool,40,50,0.16,after,0.136089,0.0448269,0.00867689,4.35E-05,0.0436377,0.005982374,0.689460652
469,tool,40,50,0.16,after,0.139874,0.0359462,0.00689093,3.18E-05,0.0393225,0.004857716,0.704943445
470,tool,40,50,0.16,after,0.150515,0.0639741,0.0230341,0.000124161,0.061896,0.012035802,0.522521052
471,tool,40,50,0.16,after,0.155505,0.032544,0.00800853,3.71E-05,0.0413958,0.005383472,0.672217208
472,tool,40,50,0.16,after,0.162114,0.0427591,0.0143999,7.32E-05,0.0519059,0.008464149,0.58779224
473,tool,40,50,0.16,after,0.164413,0.0433368,0.0117318,6.16E-05,0.0489865,0.007538808,0.642596039
474,tool,40,50,0.16,after,0.165295,0.0681367,0.0158496,8.28E-05,0.0540711,0.009185024,0.57951139
475,tool,40,50,0.16,after,0.175644,0.0634409,0.0181987,0.000100815,0.0577442,0.010475303,0.575607236
476,tool,40,50,0.16,after,0.194561,0.0421511,0.0139299,6.90E-05,0.0508829,0.008133802,0.583909559
477,tool,40,50,0.16,after,0.195051,0.0652075,0.0197805,0.000111427,0.0597031,0.011198082,0.566117228
478,tool,40,50,0.16,after,0.195893,0.0424081,0.0248995,0.000127345,0.0624206,0.012240686,0.491603679
479,tool,40,50,0.16,after,0.210445,0.0716996,0.0227197,0.000122039,0.0615413,0.011898253,0.523697635
480,tool,40,50,0.16,after,0.213092,0.0654991,0.0183081,9.02E-05,0.0556425,0.009726647,0.531275594
481,tool,40,50,0.16,after,0.218221,0.0542767,0.0189363,9.44E-05,0.056502,0.010029459,0.529641966
482,tool,40,50,0.16,after,0.230719,0.0793072,0.031725,0.000195262,0.0719791,0.016276563,0.513051623
483,tool,40,50,0.16,after,0.241636,0.0615368,0.0192335,9.55E-05,0.0567128,0.010104435,0.525356041
484,tool,40,50,0.16,after,0.241875,0.0728956,0.0238136,0.000125223,0.0620718,0.012104269,0.508292261
485,tool,40,50,0.16,after,0.250253,0.0637182,0.0226906,0.000117794,0.0608193,0.011620711,0.512137677
486,tool,40,50,0.16,after,0.251773,0.0607878,0.0274956,0.000145386,0.065239,0.013371018,0.486296633
487,tool,40,50,0.16,after,0.2625,0.0787991,0.0352257,0.000209058,0.0736359,0.017034487,0.483581234
488,tool,40,50,0.16,after,0.26451,0.0487931,0.0381113,0.000199507,0.072497,0.01651163,0.433247615
489,tool,40,50,0.16,after,0.269253,0.0540359,0.0183097,8.81E-05,0.0552027,0.009573495,0.522864654
490,tool,40,50,0.16,after,0.300997,0.0691695,0.023434,0.000120978,0.0613624,0.011829177,0.504786954
491,tool,40,50,0.16,after,0.309563,0.0645396,0.0443741,0.00027273,0.0804597,0.020337927,0.458328784
492,tool,40,50,0.16,after,0.331347,0.0637749,0.0300479,0.000162365,0.0676858,0.014392791,0.47899489
493,tool,40,50,0.16,after,0.358061,0.100795,0.0641265,0.00040432,0.0917436,0.026442434,0.412347999
494,tool,40,50,0.16,after,0.372992,0.0950846,0.0522652,0.000322607,0.0850926,0.022747489,0.435232025
495,tool,40,50,0.16,after,0.37425,0.177775,0.117696,0.000713132,0.110847,0.038600929,0.327971463
496,tool,40,50,0.16,after,0.378093,0.19066,0.305764,0.00204495,0.157481,0.077912331,0.254811984
497,tool,40,50,0.16,after,0.39495,0.102322,0.0564858,0.000336403,0.0862887,0.023391481,0.414112596
498,tool,40,50,0.16,after,0.407471,0.0870703,0.0460524,0.000264241,0.079616,0.019913637,0.432412573
499,tool,40,50,0.16,after,0.417458,0.0741661,0.17531,0.000966761,0.12268,0.047282171,0.269706068
500,tool,40,50,0.16,after,0.455214,0.115828,0.0732267,0.0004213,0.0930102,0.027177595,0.37114325
501,tool,40,50,0.16,after,0.467521,0.107034,0.0676408,0.0004213,0.0930102,0.027177595,0.401792933
502,tool,40,50,0.16,after,0.474315,0.125499,0.127764,0.000862762,0.118113,0.043827356,0.343033689
503,tool,40,50,0.16,after,0.503999,0.0720616,0.0690521,0.000414932,0.0925393,0.026903098,0.38960579
504,tool,40,50,0.16,after,0.510526,0.114912,0.0832153,0.000512564,0.0992925,0.030972964,0.372202753
505,tool,40,50,0.16,after,0.53598,0.0862499,0.0687371,0.000379913,0.089859,0.025367229,0.369047128
506,tool,40,50,0.16,after,0.549879,0.0756606,0.0505768,0.000280159,0.0811836,0.020705536,0.409388026
507,tool,40,50,0.16,after,0.557354,0.167334,0.156058,0.000996474,0.123924,0.048245934,0.309153866
508,tool,40,50,0.16,after,0.573975,0.142109,0.125056,0.000741784,0.112312,0.039628004,0.316882066
509,tool,40,50,0.16,after,0.591777,0.108289,0.0603118,0.000320485,0.0849056,0.022647619,0.375508916
510,tool,40,50,0.16,after,0.61386,0.163468,0.180572,0.0011026,0.128176,0.051613499,0.285833346
511,tool,40,50,0.16,after,0.639621,0.161964,0.136085,0.000848966,0.11748,0.043358849,0.318615934
512,tool,40,50,0.16,after,0.684262,0.129026,0.155704,0.000906272,0.120066,0.045288711,0.290864144
513,tool,40,50,0.16,after,0.697263,0.106584,0.245993,0.00137533,0.137976,0.059807682,0.243127578
514,tool,40,50,0.16,after,0.707288,0.1837,0.168155,0.000979495,0.123216,0.047696233,0.283644456
515,tool,40,50,0.16,after,0.768421,0.191012,0.183469,0.00109092,0.127722,0.051248516,0.279330655
516,tool,40,50,0.16,after,0.776972,0.161188,0.1515,0.000967822,0.122725,0.047316864,0.312322535
517,tool,40,50,0.16,after,0.78006,0.208025,0.24694,0.00158651,0.144704,0.065782586,0.266390971
518,tool,40,50,0.16,after,0.870497,0.204984,0.165091,0.000986924,0.123527,0.04793731,0.290369009
519,tool,40,50,0.16,after,0.875147,0.397902,0.951776,0.00629721,0.229113,0.16491089,0.173266494
520,tool,40,50,0.16,after,0.901676,0.269759,0.319601,0.00206193,0.157916,0.078343351,0.245128616
521,tool,40,50,0.16,after,1.02725,0.303964,0.305143,0.00190381,0.153771,0.074284593,0.243441905
522,tool,40,50,0.16,after,1.10603,0.381963,0.586325,0.00391161,0.195488,0.120057717,0.204763087
523,tool,40,50,0.16,after,1.1532,0.291229,0.718771,0.00461838,0.206616,0.134115129,0.18658951
524,tool,40,50,0.16,after,1.25037,0.192112,0.198124,0.00114823,0.12992,0.053027591,0.267648497
525,tool,40,50,0.16,after,1.26265,0.234747,0.162188,0.000951904,0.122048,0.046796267,0.288531005
526,tool,40,50,0.16,after,1.46051,0.267921,0.504555,0.00321122,0.183045,0.105260545,0.208620556
527,tool,40,50,0.16,after,1.66416,0.386361,0.526693,0.00330991,0.184901,0.107405963,0.203925176
528,tool,40,50,0.16,after,1.68295,0.554622,0.810892,0.00515535,0.214332,0.144319131,0.177975774
529,tool,40,50,0.16,after,2.47745,0.564151,1.56786,0.0101271,0.268429,0.226364719,0.144378146
530,tool,40,50,0.16,after,2.99296,0.388143,1.80358,0.0121339,0.285102,0.255358548,0.141584265
531,tool,28,38,0.16,before,2.29E-01,5.47E-02,0.0378397,0.000224152,0.0753671,0.017844874,0.471591314
532,tool,28,38,0.16,before,0.243205,0.0629964,0.0199281,0.000103286,0.0582122,0.01064579,0.534209989
533,tool,28,38,0.16,before,3.71E-02,0.0166327,0.0015964,6.59E-06,0.0232642,0.001700302,1.065085321
534,tool,28,38,0.16,before,2.23675,0.947354,2.30982,0.0159994,0.312633,0.307057358,0.132935622
535,tool,28,38,0.16,before,2.99E-02,0.0160607,0.000859452,3.30E-06,0.0184648,0.001071122,1.24628527
536,tool,28,38,0.16,before,7.89E-02,0.03477,0.00466245,2.31E-05,0.0353219,0.003919566,0.840666611
537,tool,28,38,0.16,before,5.27E-02,0.0256774,0.00249614,1.10E-05,0.0275828,0.002390158,0.957541562
538,tool,28,38,0.16,before,3.11E-01,0.123336,0.0862439,0.000494453,0.098109,0.03023901,0.350622017
539,tool,28,38,0.16,before,2.56E-01,0.0749504,0.0282219,0.000163719,0.0678735,0.014472727,0.512819007
540,tool,28,38,0.16,before,4.99E-02,0.0260169,0.00257443,1.21E-05,0.0284732,0.002546962,0.989330373
541,tool,28,38,0.16,before,4.17E-01,0.0582339,0.0429241,0.000259313,0.079118,0.019665295,0.458141122
542,tool,28,38,0.16,before,5.81E-02,0.0207783,0.00275042,1.21E-05,0.0284732,0.002546962,0.926026495
543,tool,28,38,0.16,before,1.22E-01,0.0409361,0.00883005,4.61E-05,0.0445029,0.00622195,0.704633578
544,tool,28,38,0.16,before,8.65E-01,0.27763,0.698809,0.0047072,0.207932,0.13582901,0.194372153
545,tool,28,38,0.16,before,0.473474,0.167053,0.226125,0.00154379,0.143394,0.064596923,0.28566909
546,tool,28,38,0.16,before,1.13E-02,0.0112976,0.000319891,1.10E-06,0.0128028,0.000514944,1.609747553
547,tool,28,38,0.16,before,2.58E-01,0.0696478,0.0339558,0.00019888,0.072421,0.016477029,0.485249326
548,tool,28,38,0.16,before,3.90E-01,0.284108,0.422359,0.00296892,0.17832,0.099896434,0.236520196
549,tool,28,38,0.16,before,1.47E-01,0.0564667,0.0178079,0.000105483,0.0586222,0.010796279,0.606263455
550,tool,28,38,0.16,before,3.03E-02,0.0141478,0.000617504,2.20E-06,0.0161305,0.000817421,1.32374934
551,tool,28,38,0.16,before,4.59E-02,0.0215241,0.00138171,5.49E-06,0.0218925,0.001505707,1.089741998
552,tool,28,38,0.16,before,5.94E-02,0.032508,0.00427999,2.09E-05,0.034163,0.003666586,0.856680971
553,tool,28,38,0.16,before,1.56E-01,0.0493287,0.0168487,9.45E-05,0.0565116,0.010032868,0.595468349
554,tool,28,38,0.16,before,1.51E+00,0.288848,0.555377,0.0035315,0.188938,0.112147217,0.201929891
555,tool,28,38,0.16,before,8.92E-01,0.267075,0.463857,0.00327548,0.184258,0.106660245,0.229942084
556,tool,28,38,0.16,before,4.90E-01,0.117065,0.0784108,0.00046149,0.0958785,0.028879677,0.368312493
557,tool,28,38,0.16,before,2.55E-01,0.0730984,0.043416,0.000284585,0.081609,0.020923098,0.481921361
558,tool,28,38,0.16,before,5.11E-02,0.0316545,0.00270997,1.21E-05,0.0284732,0.002546962,0.939848704
559,tool,28,38,0.16,before,3.42E-01,0.13501,0.139503,0.000920782,0.120703,0.045770536,0.328097147
560,tool,28,38,0.16,before,5.24E-02,0.0191436,0.00207499,8.79E-06,0.0256056,0.002059775,0.992667443
561,tool,28,38,0.16,before,2.78E-01,0.0723064,0.0255082,0.000131854,0.0631488,0.012527952,0.491134298
562,tool,28,38,0.16,before,1.14E-01,0.0551822,0.0125302,7.25E-05,0.0517392,0.00840987,0.671168072
563,tool,28,38,0.16,before,5.04E-02,0.0239247,0.0022549,9.89E-06,0.0266309,0.002228033,0.988084926
564,tool,28,38,0.16,before,3.71E-02,0.0166327,0.00155752,6.59E-06,0.0232642,0.001700302,1.091672791
565,tool,28,38,0.16,before,1.10E-01,0.0380136,0.00988188,5.27E-05,0.0465284,0.006801209,0.688250497
566,tool,28,38,0.16,before,2.16E-02,0.0159545,0.000600901,2.20E-06,0.0161305,0.000817421,1.360324766
567,tool,28,38,0.16,before,1.13E-02,0.0112976,0.000319891,1.10E-06,0.0128028,0.000514944,1.609747553
568,tool,28,38,0.16,before,0.0357086,0.0225953,0.00149478,6.59E-06,0.0232642,0.001700302,1.137493281
569,tool,28,38,0.16,before,1.30E+00,0.392615,0.758064,0.00507199,0.21317,0.142758522,0.188319881
570,tool,28,38,0.16,before,1.32E-01,0.0375107,0.00817765,4.07E-05,0.0426618,0.00571779,0.699197239
571,tool,28,38,0.16,before,3.58E-01,0.145199,0.103508,0.000673555,0.108757,0.037159025,0.358996649
572,tool,28,38,0.16,before,5.06E-01,0.121699,0.0906173,0.000564776,0.102556,0.033042433,0.364637141
573,tool,28,38,0.16,before,1.60E-01,0.0521404,0.0221348,0.000119768,0.0611571,0.011750156,0.530845374
574,tool,28,38,0.16,before,0.107662,0.0424901,0.0116768,6.37E-05,0.049558,0.007715737,0.660774955
575,tool,28,38,0.16,before,5.86E-02,0.0287967,0.00325859,1.65E-05,0.0315744,0.003131988,0.961148219
576,tool,28,38,0.16,before,1.23E-01,0.0195391,0.00709292,3.30E-05,0.0397813,0.004971733,0.700943082
577,tool,28,38,0.16,before,6.49E-02,0.013358,0.00303002,1.32E-05,0.0293111,0.00269907,0.890776214
578,tool,28,38,0.16,before,3.56E-02,0.025282,0.001478,6.59E-06,0.0232642,0.001700302,1.150407446
579,tool,28,38,0.16,before,2.18E-01,0.0661296,0.024265,0.000146138,0.0653515,0.013417172,0.552943424
580,tool,28,38,0.16,before,7.77E-02,0.0174787,0.0029332,1.21E-05,0.0284732,0.002546962,0.868321898
581,tool,28,38,0.16,before,5.24E-02,0.0184552,0.00144393,5.49E-06,0.0218925,0.001505707,1.042784218
582,tool,28,38,0.16,before,3.48E-01,0.0872646,0.046932,0.000292277,0.0823377,0.021298417,0.453814401
583,tool,28,38,0.16,before,1.34E-01,0.0685232,0.0187552,0.000115372,0.0603997,0.011460919,0.61107953
584,tool,28,38,0.16,before,2.34E-02,0.0112976,0.00060072,2.20E-06,0.0161305,0.000817421,1.360734639
585,tool,28,38,0.16,before,4.70E-02,0.0289777,0.00219643,9.89E-06,0.0266309,0.002228033,1.014388211
586,tool,28,38,0.16,before,1.81E-01,0.0717943,0.0321039,0.000201078,0.0726867,0.016598154,0.517013619
587,tool,28,38,0.16,before,1.50E+00,0.438654,0.61043,0.00405891,0.197911,0.123052301,0.201582984
588,tool,28,38,0.16,before,5.61E-01,0.0685384,0.199567,0.00144161,0.140157,0.061713398,0.309236486
589,tool,28,38,0.16,before,3.18E-02,0.0242218,0.00134213,5.49E-06,0.0218925,0.001505707,1.121878966
590,tool,28,38,0.16,before,2.88E-01,0.115947,0.0707813,0.000484564,0.0974506,0.02983451,0.421502711
591,tool,28,38,0.16,before,1.45E-01,0.0379793,0.0147705,7.69E-05,0.052764,0.008746319,0.592147771
592,tool,28,38,0.16,before,1.79E-01,0.0445248,0.013619,7.03E-05,0.0512112,0.0082391,0.604971002
593,tool,28,38,0.16,before,3.21E-01,0.0710706,0.0272386,0.000139546,0.0643536,0.013010547,0.477651102
594,tool,28,38,0.16,before,0.0374532,0.0157642,0.001118,4.40E-06,0.0203232,0.00129758,1.160625882
595,tool,28,38,0.16,before,2.08E+00,0.497426,1.20385,0.00786181,0.246703,0.191204775,0.15882774
596,tool,28,38,0.16,before,9.50E-02,0.0143882,0.00491445,2.20E-05,0.0347521,0.003794128,0.772035123
597,tool,28,38,0.16,before,3.75E-01,0.116068,0.10394,0.000639493,0.106892,0.035895522,0.345348494
598,tool,28,38,0.16,before,0.129569,0.0357078,0.0100939,5.27E-05,0.0465284,0.006801209,0.673793957
599,tool,28,38,0.16,before,2.27E-02,0.0142193,0.00060072,2.20E-06,0.0161305,0.000817421,1.360734639
600,tool,28,38,0.16,before,1.13E-02,0.0112976,0.000319891,1.10E-06,0.0128028,0.000514944,1.609747553
601,tool,28,38,0.16,before,1.51E-01,0.0605945,0.0211809,0.000127459,0.0624392,0.012247982,0.578255967
602,tool,28,38,0.16,before,0.0215651,0.0159545,0.000600901,2.20E-06,0.0161305,0.000817421,1.360324766
603,tool,28,38,0.16,before,2.16E-02,0.0159545,0.000600901,2.20E-06,0.0161305,0.000817421,1.360324766
604,tool,28,38,0.16,before,1.21E-01,0.0246213,0.0100318,4.94E-05,0.0455382,0.006514808,0.649415616
605,tool,28,38,0.16,before,2.81E+00,0.509204,2.47175,0.0167653,0.317544,0.316779957,0.128160193
606,tool,28,38,0.16,before,4.70E-02,0.0207783,0.0022722,9.89E-06,0.0266309,0.002228033,0.980561878
607,tool,28,38,0.16,before,1.36E-01,0.045547,0.0103293,5.49E-05,0.0471659,0.006988857,0.676605048
608,tool,28,38,0.16,before,1.13E-02,0.0112976,0.000319891,1.10E-06,0.0128028,0.000514944,1.609747553
609,tool,28,38,0.16,before,8.96E-01,0.2836,0.622878,0.00419516,0.200101,0.125790659,0.201950717
610,tool,28,38,0.16,before,2.16E-02,0.0159545,0.000600901,2.20E-06,0.0161305,0.000817421,1.360324766
611,tool,28,38,0.16,before,4.63E-02,0.0222095,0.00194251,7.69E-06,0.0244909,0.00188434,0.970054422
612,tool,28,38,0.16,before,3.97E-02,0.0250987,0.00171961,7.69E-06,0.0244909,0.00188434,1.095795218
613,tool,28,38,0.16,before,3.07E-01,0.0748446,0.0307298,0.000179102,0.069936,0.015365668,0.500024999
614,tool,28,38,0.16,before,1.51E-01,0.0535312,0.0254051,0.000147237,0.0655148,0.013484309,0.530771754
615,tool,28,38,0.16,before,1.13E-02,0.0112976,0.000319891,1.10E-06,0.0128028,0.000514944,1.609747553
616,tool,28,38,0.16,before,5.32E-02,0.0154184,0.00254649,1.10E-05,0.0275828,0.002390158,0.93860875
617,tool,28,38,0.16,before,4.37E-01,0.14712,0.133865,0.000936165,0.121372,0.046279312,0.345716293
618,tool,28,38,0.16,before,3.17E-01,0.0678545,0.0452385,0.000246128,0.0777537,0.018992931,0.419839992
619,tool,28,38,0.16,before,2.10E-01,0.04614,0.0244361,0.00012636,0.0622593,0.012177506,0.498340801
620,tool,28,38,0.16,before,1.13E-02,0.0112976,0.000319891,1.10E-06,0.0128028,0.000514944,1.609747553
621,tool,28,38,0.16,before,1.50E-01,0.0498599,0.0122119,6.48E-05,0.0498412,0.007804172,0.639062911
622,tool,28,38,0.16,before,2.16E-02,0.0159545,0.000600901,2.20E-06,0.0161305,0.000817421,1.360324766
623,tool,28,38,0.16,before,1.13E-02,0.0112976,0.000319891,1.10E-06,0.0128028,0.000514944,1.609747553
624,tool,28,38,0.16,before,6.15E-02,0.024077,0.00242125,9.89E-06,0.0266309,0.002228033,0.920199359
625,tool,28,38,0.16,before,1.66E-01,0.0425081,0.0149239,7.69E-05,0.052764,0.008746319,0.586061194
626,tool,28,38,0.16,before,1.74E-01,0.0508613,0.0236072,0.000130755,0.0629729,0.012458256,0.527731212
627,tool,28,38,0.16,before,0.0860966,0.0474604,0.00871847,4.72E-05,0.0448533,0.006320314,0.72493388
628,tool,28,38,0.16,before,4.68E-02,0.0143882,0.00205165,8.79E-06,0.0256056,0.002059775,1.003960236
629,tool,28,38,0.16,before,3.80E-02,0.013358,0.00159588,6.59E-06,0.0232642,0.001700302,1.065432367
630,tool,28,38,0.16,before,1.72E-01,0.0601786,0.0257248,0.000158225,0.0671056,0.014147099,0.549940106
631,tool,28,38,0.16,before,8.77E-02,0.0445346,0.00757958,4.18E-05,0.0430427,0.005820347,0.767898367
632,tool,28,38,0.16,before,6.80E-02,0.0256858,0.00438448,2.20E-05,0.0347521,0.003794128,0.86535416
633,tool,28,38,0.16,before,2.99E-02,0.0248641,0.00109573,4.40E-06,0.0203232,0.00129758,1.184214849
634,tool,28,38,0.16,before,1.13E-02,0.0112976,0.000319891,1.10E-06,0.0128028,0.000514944,1.609747553
635,tool,28,38,0.16,before,1.13E-02,0.0112976,0.000319891,1.10E-06,0.0128028,0.000514944,1.609747553
636,tool,28,38,0.16,before,4.63E-02,0.0243746,0.00221478,9.89E-06,0.0266309,0.002228033,1.005983754
637,tool,28,38,0.16,before,1.24E-01,0.0329814,0.0104029,5.05E-05,0.045873,0.006610954,0.635491484
638,tool,28,38,0.16,before,6.17E-02,0.0310847,0.00277593,1.21E-05,0.0284732,0.002546962,0.917516577
639,tool,28,38,0.16,before,4.02E-01,0.101227,0.106571,0.000726297,0.111525,0.039074582,0.366653045
640,tool,28,38,0.16,before,1.13E-02,0.0112976,0.000319891,1.10E-06,0.0128028,0.000514944,1.609747553
641,tool,28,38,0.16,before,9.36E-02,0.0346593,0.00593788,2.53E-05,0.0364094,0.004164635,0.701367278
642,tool,28,38,0.16,before,1.13E-02,0.0112976,0.000319891,1.10E-06,0.0128028,0.000514944,1.609747553
643,tool,28,38,0.16,before,6.71E-02,0.0314231,0.0037329,1.76E-05,0.032261,0.003269682,0.87590936
644,tool,28,38,0.16,before,3.53E-02,0.0243063,0.0011007,4.40E-06,0.0203232,0.00129758,1.178867754
645,tool,28,38,0.16,before,1.05E-01,0.044964,0.00779006,4.40E-05,0.0437849,0.006022802,0.773139379
646,tool,28,38,0.16,before,2.93E-02,0.0149904,0.000859452,3.30E-06,0.0184648,0.001071122,1.24628527
647,tool,28,38,0.16,before,4.20E-02,0.0252274,0.00171925,7.69E-06,0.0244909,0.00188434,1.09602467
648,tool,28,38,0.16,before,1.13E-02,0.0112976,0.000319891,1.10E-06,0.0128028,0.000514944,1.609747553
649,tool,28,38,0.16,before,2.00E-01,0.0526507,0.0293947,0.000163719,0.0678735,0.014472727,0.492358376
650,tool,28,38,0.16,before,3.17E-01,0.0841969,0.0522799,0.000324142,0.0852273,0.022819564,0.436488278
651,tool,28,38,0.16,before,7.65E-02,0.0353371,0.00454744,2.09E-05,0.034163,0.003666586,0.806296727
652,tool,28,38,0.16,before,3.18E-02,0.0158589,0.00135446,5.49E-06,0.0218925,0.001505707,1.111666211
653,tool,28,38,0.16,before,2.47E-01,0.0810392,0.0448368,0.000302166,0.083256,0.021776143,0.485675668
654,tool,28,38,0.16,before,4.52E-01,0.214792,0.211655,0.00147017,0.141077,0.062526239,0.295415836
655,tool,28,38,0.16,before,0.0112976,0.0112976,0.000319891,1.10E-06,0.0128028,0.000514944,1.609747553
656,tool,28,38,0.16,before,6.50E-02,0.0214651,0.00320654,1.43E-05,0.0301037,0.002847014,0.887877326
657,tool,28,38,0.16,before,2.15E-01,0.109679,0.0488312,0.000306561,0.0836578,0.021986837,0.450262061
658,tool,28,38,0.16,before,2.83E-01,0.0511223,0.0366513,0.000231844,0.0762194,0.018250759,0.497956655
659,tool,28,38,0.16,before,1.67E-01,0.0638187,0.0241526,0.000150534,0.0660002,0.013684861,0.566599891
660,tool,28,38,0.16,before,8.34E-02,0.0302842,0.00387751,1.65E-05,0.0315744,0.003131988,0.807731759
661,tool,28,38,0.16,before,1.02E+00,0.247339,0.541191,0.00380399,0.193678,0.117844809,0.217750866
662,tool,28,38,0.16,before,0.307732,0.0659765,0.0870629,0.000510935,0.0991872,0.030907305,0.354999715
663,tool,28,38,0.16,before,3.26E-01,0.0825403,0.0659246,0.000442811,0.094567,0.028095004,0.426168743
664,tool,28,38,0.16,before,2.79E-01,0.105439,0.0408515,0.000234041,0.0764595,0.018365924,0.449577711
665,tool,28,38,0.16,before,6.41E-02,0.0164485,0.00350258,1.54E-05,0.0308566,0.002991204,0.854000157
666,tool,28,38,0.16,before,1.14E-01,0.044312,0.0116051,6.15E-05,0.0489817,0.007537331,0.649484354
667,tool,28,38,0.16,before,4.10E-02,0.0253213,0.00213491,9.89E-06,0.0266309,0.002228033,1.043619028
668,tool,28,38,0.16,before,3.56E-02,0.025282,0.001478,6.59E-06,0.0232642,0.001700302,1.150407446
669,tool,28,38,0.16,before,1.14E+00,0.494618,0.987079,0.00644767,0.230924,0.167528236,0.169721204
670,tool,28,38,0.16,before,3.53E-01,0.082174,0.0396627,0.000213164,0.0741149,0.017256826,0.435089549
671,tool,28,38,0.16,before,4.70E-02,0.0250987,0.00233781,1.10E-05,0.0275828,0.002390158,1.022391809
672,tool,28,38,0.16,before,1.33E-01,0.0502141,0.0137789,7.91E-05,0.0532618,0.008912131,0.64679552
673,tool,28,38,0.16,before,7.58E-02,0.0385248,0.00570452,3.19E-05,0.0393342,0.004860607,0.852062415
674,tool,28,38,0.16,before,2.51E-01,0.0723664,0.0288539,0.000164818,0.068025,0.014537408,0.503828176
675,tool,28,38,0.16,before,1.68E-01,0.0769725,0.0226665,0.00012636,0.0622593,0.012177506,0.537246847
676,tool,28,38,0.16,before,1.34E-01,0.046137,0.00787596,3.85E-05,0.0418788,0.005509832,0.699575882
